,ID.PLOT,ID.TRACT,BIO4,tprec,a.tmin,a.tmax,a.tmean,alt,Pop.pa,HHpop,Province,GEZ,pop.d,S.DistToRoad,Expo,Slope,RELIEF,TEXTURE,DRAINAGE,SOM,N0,H,Simp,N1,N2,E1,E2,X1e.05,X110020,X110030,X2e.05,X312000,X321000,X324000,X4e.05,Stem,BA.PLOT,dom.dbh.tree,dom.height.tree,dom.WD.tree,mean.DBH.plot,mean.H.plot,mean.wd.plot,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,FOREST
643,2011894,201189,0,918,14.625,30.03333333,22.3,1035,1,21,Western,Tropical dry forest,14699.86523,4638.901936,210,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,39.24817205,-17.30395818,34.35377475,-18.05322327,-5.073922567,17.64139948,-49.42577395,37.66728419,39.87814747,-52.3098617,27.88023209,21.28329174,-11.48099021,-29.83781332,11.46325309,-1.012863284,-9.220409695,-3.948599413,11.07509445,-44.97735914,-13.18240487,-28.96584305,41.13681111,-2.617810952,-4.088287176,-15.20439003,61.05446277,35.81515331,-32.90797801,-3.987419629,-3.510153386,4.613699236,-19.37118998,-44.09257947,-22.71070393,8.660065797,1.54171578,-11.688409,-35.46523035,-16.22228998,1.363543154,38.9212422,21.94898361,-36.06957991,-16.51207319,6.35530552,46.4987369,-19.63520041,55.24048212,-22.17837992,-9.21252475,6.892296518,-17.35587298,3.170348605,-0.98910765,46.4358916,0.038919246,6.917047105,4.865083969,6.205172708,35.03775833,9.79545603,-2.661554819,7.691125118,-2.528616896,0.765629734,-7.239325674,1.200622145,5.125408293,-12.48987614,-3.740360903,-7.950208828,17.07596334,-14.30044819,10.12652501,18.66398937,11.79024566,1.377413384,-32.02214097,6.742425598,-0.770315027,-9.533455657,-3.122559267,12.51217455,-30.37516379,-11.81857699,-29.95665415,-18.32159941,2.739581666,-2.167440202,-1.094329633,13.93502519,4.250792298,4.319802386,-9.608141996,9.359810435,-41.12169714,22.30927604,-27.56508471,-20.99883676,6.710500578,5.315412205,1.313062908,-16.27698831,-23.34318329,-29.40695811,-18.4301567,-33.50747396,-11.56553465,-24.39441944,10.21260324,-11.16785801,6.199266092,11.70245401,21.19432693,17.13282557,12.83750191,-19.28848941,-9.40999929,-8.632677838,-4.572185446,-13.66311381,5.106306014,4.517062688,-1.786268734,4.516317073,-4.450301335,10.79491641,-0.170771313,-0.547818971,1.758606912,-11.18915835,7.130017815,3.288867864,-0.863037863,-0.048895125,10.62700896,1.856402978,-0.652944329,-1.034936671,-2.18576018,0.927516713,2.241269366,3.587311108,0.95673024,-1.488112462,5.087729397,2.845579729,12.62043822,0
644,2011901,201190,0,913,15.5,30.325,22.88333333,1011,1,100,Western,Tropical moist deciduous forest,11137.43359,9976.604279,290,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,67.81406051,-25.0690478,51.31359609,-26.75315793,-10.20216683,30.880918,-58.29891438,43.74610828,54.01855077,-65.93254747,41.27874413,33.1610358,2.544594693,-24.45309549,10.67894809,-3.960170452,-7.530364694,3.014941792,14.10506313,-20.76053098,-14.13370404,-18.65552671,41.69412546,-1.991792991,2.538869975,-0.889621354,26.97756461,12.00017076,-11.74418899,-2.633387598,-8.157202113,1.094955115,-27.81124067,-50.26070725,5.750843029,45.12493592,31.69035417,-4.090501337,-37.61862846,17.09121339,4.106174479,25.14465717,19.45230958,-7.643581112,41.43545003,22.39001314,4.90830938,-3.33205544,31.6521727,-9.514350508,-18.0798458,5.509188331,-40.4482147,-35.68481891,1.325490656,6.926084658,21.03907729,-41.42288973,11.00281662,0.912768721,3.856896986,3.459923861,-2.052720377,24.08784497,4.025902056,-6.186484521,-1.90895323,8.404603592,5.250532588,48.2879653,-0.712469969,6.191859477,-8.424992931,15.69064585,-10.16281423,12.77881418,-32.85819363,2.840851057,-46.57657596,12.46174105,-5.219499533,-29.78904885,9.733695336,22.68684752,-25.14701694,-7.877239654,-17.47709031,-9.06055609,-8.053067766,-6.288054829,-0.20317706,9.251966997,-11.99092171,-3.222967016,-2.193627165,4.902762774,-17.72845753,0.648405842,-4.987488184,-2.116729999,1.688661259,6.641826889,-0.147450012,-0.865949977,0.288741897,5.138807761,3.312283155,2.414113297,-2.113166543,12.84161629,-5.638317161,-0.583362216,-7.544594436,-13.18419139,-15.71352739,-16.17153414,-12.7562703,10.94852463,2.667186776,3.202498238,7.442606142,28.54030912,-8.099674606,-6.746365172,5.178034781,-10.37970362,10.92417064,-12.04360301,0.6369016,-0.005104774,1.380069175,25.46697727,1.576784486,4.760021744,-14.74592332,-2.356834903,-3.35793101,-2.047406631,7.697422218,3.627967854,1.000727542,-7.750541552,3.642763457,3.654207433,-6.971080387,2.929042405,-16.21386937,-2.724188932,-23.64538385,0
645,2011902,201190,0,913,15.5,30.325,22.88333333,1011,1,100,Western,Tropical moist deciduous forest,11137.43359,9976.604279,290,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,68.58559464,-25.14229474,51.40152862,-27.19777799,-10.16283143,28.70887832,-60.45866942,43.35261393,53.50693158,-64.88544252,40.58314421,31.66414808,1.241537071,-22.62400176,9.144598808,-5.891585947,-11.97481227,-1.631110505,16.14897721,-21.03116664,-13.36325369,-18.94091534,47.0873341,-2.049484777,3.101535378,-0.05787718,31.10100678,8.41303323,-6.059383904,-1.235425201,-7.798774654,0.948265593,-24.93885869,-49.79477096,-0.608444198,46.71529566,25.1042389,-3.58451554,-38.49550199,15.9194156,4.146025252,27.09222951,20.65342993,-10.47293845,40.72086999,25.11812564,5.826835932,-3.311223543,23.92186596,-8.858207528,-16.72157291,1.994187398,-29.83374785,-33.52099929,0.746453432,-1.617133152,27.25801218,-30.02607327,14.62404539,3.461157483,-2.801599285,-3.453502063,1.958727086,19.2439949,6.853878982,-8.504140298,-1.94529574,8.803013866,5.173696527,51.50864825,1.775034129,2.532619458,-16.36044851,9.114999105,-11.90399244,11.19256467,-37.64832941,3.759522047,-52.65943535,14.49474763,-4.632367902,-28.95899071,14.49699051,19.52026284,-29.24070638,-9.364400066,-19.53565758,-9.723394902,-7.454017405,-4.796951653,-0.085067534,6.371753714,-12.58969956,-3.889017366,-2.187866423,5.66635196,-17.51858404,0.675353008,-4.613668413,-1.657718729,1.564241791,6.628840486,-0.206523897,0.088996902,1.207919996,6.792574069,4.223703824,3.519316967,-1.010049309,12.84147312,-5.412500572,4.407341165,-9.154835555,-16.67712681,-18.95371187,-19.96614816,-16.59469617,13.03294967,2.249111695,9.1617741,8.308387603,25.12484187,-9.131433903,-3.335081678,2.54349829,-6.749319108,7.874141128,-24.36764916,-1.623975298,1.057756919,5.645394666,34.82594294,7.86731677,11.69153489,0.373925219,3.108921723,18.2695639,-0.286399239,-3.506503137,-3.375727625,-19.8721441,-12.10122788,2.093982979,10.12417091,5.333439731,-3.130900205,10.26904065,2.133278731,16.24746366,0
646,2011903,201190,0,913,15.5,30.325,22.88333333,1011,1,100,Western,Tropical moist deciduous forest,11137.43359,9976.604279,290,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,71.0375674,-25.17895828,51.65391944,-27.55089129,-10.56990741,28.45198174,-59.28292506,41.68603355,53.13027461,-63.72688968,41.2361773,32.91563077,4.774695915,-19.57384176,8.221158521,-5.938064046,-11.02903196,0.309727927,16.51305746,-15.22888887,-13.78112664,-15.82357503,46.58394221,-1.772132707,4.605156216,3.11895648,20.7911019,5.594541695,-5.048723739,-1.524634173,-8.572238857,0.102496551,-25.66546283,-49.27206339,7.653781953,47.87727283,32.48773642,-2.907506444,-36.51891824,20.99977793,4.391266,22.40018117,18.52516385,-4.703448338,47.26197019,24.20082465,-0.293180703,-1.780773473,27.70958699,-4.184216537,-19.2903979,2.860599844,-35.17375722,-37.95386835,1.430297941,-7.266408905,23.45511812,-36.74720578,8.829374943,-1.438009277,-4.268381353,-0.191505082,0.045787298,24.65959377,6.005091161,-9.105680069,-2.350223506,10.86230218,4.454827595,52.85658322,0.761318238,3.719211413,-9.165684815,14.80751197,-10.83762859,6.650166944,-36.1367644,3.639609884,-51.72111616,13.80130257,-6.043137572,-31.93851948,8.097125924,16.39815076,-26.15485574,-7.281627416,-18.02556835,-10.48793146,-2.273279747,-3.308924786,-0.3587545,8.345121709,-6.731414069,-1.661094224,-1.379901601,3.726216387,-13.17678922,-0.460199461,-3.089957548,-0.905391228,0.867613096,4.200243873,-0.144236957,-0.304715967,1.103729588,4.290590809,2.666761429,2.738397741,-1.714162528,14.54045971,-6.45297562,1.460908213,-6.184259168,-10.73191538,-16.14172611,-15.17421829,-9.993514997,7.134037349,7.659057101,9.311533787,5.661897849,17.2417839,-3.211531728,-16.17255577,2.241456823,-8.841017266,11.55081664,-15.60134279,-0.12011292,0.012972081,5.01040473,32.66317362,17.31992956,16.28709086,-8.807079646,1.909130085,2.179140029,-4.087689207,-0.604737494,-1.542277072,-19.61583753,-16.81716515,1.670029158,7.557475727,-0.501247845,-0.302489092,-5.903304749,5.122354693,5.440759802,0
647,2011904,201190,0,913,15.5,30.325,22.88333333,1011,1,100,Western,Tropical moist deciduous forest,11137.43359,9976.604279,290,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,69.67366558,-25.57760991,52.5058695,-26.98312593,-10.69758479,33.44528091,-56.73218242,43.40783527,54.11668369,-65.50760934,41.21582031,32.82827602,3.713864443,-23.66438577,10.60182632,-4.200472105,-6.36262227,3.898894703,13.00596634,-16.1776441,-12.79739106,-16.39559082,38.29640108,-1.853638117,3.14567775,1.027085143,22.64298831,5.867463956,-4.264585981,-1.543753902,-7.975711434,0.41448661,-25.65439941,-47.36397434,4.768269526,50.06054312,29.14779466,-2.020699598,-36.69487396,20.0310732,4.313405547,24.11083426,19.65857294,-5.713773684,48.31897671,26.6610692,-0.067873201,-0.613491965,18.82486547,-11.52578875,-16.63775162,3.285058047,-35.85879319,-38.11595516,0.888056556,1.645940822,32.3208502,-40.11300096,18.83818341,5.601314934,0.554797875,-3.11102034,1.446195385,20.77363528,7.570791627,-9.648661583,-2.520565226,9.538285415,5.714479858,52.17344247,0.995380316,3.225175007,-15.4846807,10.22159955,-11.55599858,17.21672169,-35.67984095,2.834316845,-42.83440296,11.96276607,-5.342443059,-30.00128203,17.77092727,16.26361632,-28.27548519,-7.749089133,-15.62572655,-7.205367908,-10.17931697,-3.918345987,-0.095433793,6.02060677,-12.55443823,-4.067425897,-1.523104737,5.639073328,-15.71648213,-0.209673411,-3.536817573,-0.747236034,0.990166108,5.507236006,-0.131968648,0.783000667,1.762817103,6.342511181,4.170254033,3.489794319,-1.45799939,9.802571813,-4.18979636,1.387607957,-7.218628866,-13.07879095,-13.97538538,-15.00236853,-12.84879809,10.5203608,0.224849099,4.16460379,6.132380155,20.74078711,-7.747814896,-1.798755118,2.942761501,-6.199075491,5.941047672,-28.53128929,-1.613328733,1.69033511,-8.735321664,22.72427491,-5.393791631,3.75989577,-7.6455517,1.667184586,8.777873337,-1.068498395,2.960270477,0.245906067,-6.429345706,-21.95361559,0.560530091,20.04696248,4.508035617,-5.415795989,-7.899660672,-1.642099803,0.90612742,0
653,2011922,201192,13.46501798,871,14.58333333,29.69166667,22.11666667,1090,1,177,Western,Tropical moist deciduous forest,5990.369141,30674.84373,90,1,1,1,0,0,12,1.99714826,0.812561983,7.368014448,5.335097002,0.614001204,0.444591417,0,140,0,0,0,4860,0,0,110,3.28242222,76,21,0.9082,23.90909091,2.618181818,0.684187209,87.38056348,-15.25384822,35.73107561,-12.34380232,-16.30913999,51.39544805,35.85118649,-16.22231769,9.189216597,1.470439923,19.84168031,21.29917022,48.68901315,49.92053448,-19.06537026,-9.224169586,-11.24308984,-6.907604134,8.99196201,60.05967047,15.11278675,34.7392486,-27.85706648,2.942295877,2.543841676,12.85954024,-10.8138938,-51.67847435,28.35396929,9.041207033,-2.800680309,13.74058326,-40.70923489,-3.490881519,4.599595399,62.91582081,8.911369222,-2.640211394,-7.137082786,-15.12051964,-1.358702678,7.62163804,3.852667213,-16.74082012,-22.83817795,-31.39347642,5.50761849,1.67749514,-15.81882724,-7.955372489,23.13402578,7.548556593,17.92535717,44.55143989,-0.451847353,31.43229433,-49.95387801,0.104543981,-11.59616621,1.499314037,-0.423152294,14.0889982,-10.95757155,-35.46464209,-16.21935446,25.58883996,27.83285988,-21.38666295,-20.30509031,-21.7098346,9.160366054,5.853779749,-17.49938379,-1.836201039,-4.8529654,-27.34952602,1.029235013,0.897699613,-25.12996722,7.338113049,14.86461592,36.4508867,-15.5764219,44.82912939,13.92833711,-7.436560286,-7.416850599,0.110402998,-11.40556021,-15.86382169,1.287146383,-2.032292298,-22.600534,-7.274563795,-7.845735828,5.34727554,-23.3822582,8.941320856,-11.2026996,-7.832132065,5.100328106,12.82510317,-0.215494768,-0.499938615,-5.874592011,1.350918155,0.354802143,0.142634059,3.129595499,-1.524650095,1.337434118,0.383261854,-8.572575769,-15.78763355,-8.337539319,-12.22033132,-16.0730203,17.63073819,-11.99193842,-7.349974962,7.535084301,31.39904399,-12.64610439,18.89626856,4.232389894,-1.831688337,0.458864831,26.99137266,2.208028604,-1.551710611,24.64897025,7.089901355,5.465528599,1.063231271,0.670176181,-4.218255491,9.709763653,1.404379021,-1.507455258,-0.263431742,-8.57576149,7.927206906,3.185587294,-5.775323421,-2.012829918,1.928936186,1.489390025,0.704159517,0.149751219,0
664,2011961,201196,0,841,13.46666667,28.6,21.01666667,1037,1,182,Southern,Tropical moist deciduous forest,1896.64209,80.38604119,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,NA,NA,NA,NA,NA,NA,NA,NA,-7.617540584,14.36199634,-1.394780982,67.54166372,-23.19801278,-7.344592108,-0.594347372,-5.658580182,18.81640944,-27.91381058,28.47393096,-13.75512602,-66.60698457,40.81031392,-40.23416012,-9.865419995,3.788579508,39.42699525,-3.916159081,0.602156175,-1.665131662,-7.205486181,-11.5138833,-2.318813249,29.77771124,54.65673696,-5.722291337,2.267480197,-18.05287007,-3.165128791,-24.49828234,-21.01194339,5.885425756,-17.24979641,-6.563494643,33.4829655,-41.16650044,20.145728,0.952161532,27.59605639,3.249472778,-16.27240979,-17.33206064,-30.76585578,-51.90752666,-45.97289084,-19.44560508,12.53014032,-0.709398934,3.187339307,-11.80435763,9.67965386,-48.43237374,-39.31928181,1.614537233,4.737897124,24.99632703,31.61073532,-14.50748348,-15.04757792,6.247653158,-10.81383975,11.63954408,21.80135463,4.013168839,12.05122174,14.51649712,-19.85604059,-27.51582917,3.639781241,35.67125277,-28.54994747,-26.3565666,1.890237483,-8.337787003,10.36516037,-2.757622169,-1.103535505,16.51042987,-1.828132757,2.810001992,11.63759497,-8.773445683,-5.364944898,0.67072527,-4.059482027,-13.05478606,-7.776968438,5.333402312,-18.23034201,-0.630862079,30.61348336,14.53568672,15.25905759,6.993388112,-10.95492938,-7.940410925,-59.99311195,9.159101845,-6.385394279,10.0095158,20.23560743,0.657604604,9.331535211,-27.09774151,-1.791163833,-0.991871158,5.783823029,2.195671959,-9.000349843,3.939293997,-58.38529495,-7.856838267,-7.688349083,-7.695198454,0.748081383,1.497681109,13.90899553,18.95516898,21.07208725,2.409287748,-4.081723994,-4.790405224,9.527508428,-2.83475854,4.358078672,-4.320673048,4.423600065,0.429473789,0.10790955,0.210376285,-9.243219505,-7.152640385,-2.854072592,-4.362041712,1.59080361,0.988534439,-1.78416467,-10.32827574,-4.306618885,-10.1904498,3.68835134,0.63576366,1.650105169,-0.436089995,-0.870957142,-2.337480819,-0.062566544,-0.746392438,0
666,2011963,201196,4.495097076,841,13.46666667,28.6,21.01666667,1037,1,182,Southern,Tropical moist deciduous forest,1896.64209,80.38604119,120,5,1,3,1,1,5,1.352209399,0.694444444,3.865957546,3.272727273,0.773191509,0.654545455,0,0,0,0,2540,1780,0,680,24,0.62235096,42,12,0.7813,25.27272727,5.727272727,0.725891667,-8.13874211,15.36555414,-1.325555746,70.62633335,-24.57142415,-8.056099411,-0.25827465,-6.17132272,20.34488431,-30.83900213,30.21691548,-16.03064212,-70.91088877,44.66756866,-43.01344814,-9.66208703,5.375748463,41.63881535,-5.251643869,0.981392378,-1.54724615,-7.273880901,-10.71404641,-2.340661052,30.3081026,55.31290055,-7.364956543,1.635266906,-18.14294777,-3.115919019,-23.83996878,-19.1545351,2.736946827,-19.77927905,-10.38672097,31.79288826,-43.84309294,20.82233117,1.237988544,29.46260642,3.367897624,-17.81745257,-18.20495781,-31.55404642,-50.6465626,-51.52317575,-22.29734438,13.60957675,2.025875824,3.432444455,-12.69219974,10.08636926,-48.55938497,-39.94067386,1.575716148,4.743561821,25.39084139,31.42961298,-10.96309496,-12.13046179,5.86966791,-10.97981702,11.32755851,19.13899196,3.010077043,14.32264693,12.41570081,-21.8908156,-22.12261557,3.729512551,32.11283075,-25.78495141,-27.40273613,-1.617901871,-7.453184446,9.876511182,-2.260833546,-0.47304658,10.03574549,-0.865154097,1.157411582,7.098088918,-12.85861458,-11.14459887,7.220312917,0.173808687,-5.816795158,-4.865702447,4.640199878,-18.33209719,-0.786515033,33.36421539,9.088833814,12.97467101,10.44862337,-11.57243802,-10.91456811,-52.99294499,6.787178393,-4.803289754,7.993269021,18.17600789,0.556360119,10.29019816,-22.61029926,-3.624663613,-1.927571938,5.320576582,1.887594095,-7.652598614,3.283414461,-59.49693586,-7.114682689,-6.29631768,-7.758152715,1.065021102,-0.575656221,15.01463634,8.732169784,4.616132228,-0.865329075,-5.441764893,1.388267076,-1.286506447,-2.234252151,3.458524338,-3.118066918,0.096336883,-1.660636336,1.818086871,4.795851162,-4.023769616,-4.331496666,-3.409378101,5.33121932,0.257214055,2.839658467,1.780720064,-7.770950237,-3.03955733,-12.85471763,12.37388614,7.034718018,4.993353462,-0.191349404,-3.311249662,-4.010094361,-1.720536534,-0.512135136,0
672,2011981,201198,0,879,14.15,28.825,21.475,981,1,403,Southern,Tropical dry forest,14308.77637,6870.925432,309,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,-18.66217594,14.05062558,16.58009124,77.58975485,-33.90826241,-11.50046098,-13.39925675,-11.31135389,20.50843205,-29.05798631,21.15421899,-27.94715055,-26.6758716,53.3236736,-28.66027096,7.683909625,39.217431,27.62510403,-34.43591377,28.46732118,20.74725168,5.963041044,35.06263862,-0.207649328,6.927561852,4.654955606,32.0604843,3.415916859,1.922590344,3.075196241,27.0287851,32.98526133,-42.59193425,36.90666198,-17.2429138,-18.69491961,13.92519563,-15.72143505,7.751126973,-33.74877194,-5.558188227,-0.836237661,-0.562206772,56.27354568,35.81600426,40.07882175,9.871246083,-8.110611396,31.36697736,-23.5187575,-6.566969965,-0.849309375,25.3006542,7.522481316,-0.97973866,-20.80600002,-2.227793225,-7.352925528,19.02306663,21.38452076,-3.202738655,11.43381715,-16.28427468,-34.6056884,-11.94338099,8.630261218,28.13582148,3.885555455,-13.97822849,9.939956146,-9.577092307,15.36073531,27.06316243,1.74781155,9.679652555,-21.22804443,12.48884676,-1.157026343,27.19214768,-6.215369952,-1.721465955,-5.58932598,39.1567255,47.91317536,-29.14948319,-14.28966305,-21.68135174,-11.52389281,18.10578103,25.36374357,-0.981315242,-15.53389528,22.66381605,7.505318931,2.254068917,6.327531368,13.23156383,-24.67355763,10.18431085,-3.031841093,6.883847741,10.75675472,0.305283552,-3.742290861,-11.30071853,3.874627158,1.468934357,0.226524452,-1.150897024,-5.836991482,2.384499744,2.804164868,3.153572684,5.697250913,-16.38626712,-5.979540746,-1.869655546,-16.32503366,14.98268667,46.11059635,6.127377876,-4.34727203,-12.13860257,28.57915945,5.685078593,-9.456283795,7.306033969,12.97400907,8.894559108,-9.605483916,-21.53326269,-4.826914746,-3.089059742,-1.239124601,-20.26075708,-2.405233208,-2.025586175,-2.241096103,3.901002911,0.395670261,-2.039619707,-3.548717924,-5.489391369,-15.83181148,1.17434299,4.451116457,15.5132001,3.235044654,13.36529517,0
673,2011982,201198,0,879,14.15,28.825,21.475,981,1,403,Southern,Tropical dry forest,14308.77637,6870.925432,130,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,-18.12025874,14.45080524,15.66988437,74.16630075,-32.96897657,-11.89659416,-11.42270301,-11.22369957,21.2211658,-32.09133409,21.41735193,-30.55001017,-29.58628944,55.6519466,-29.94395124,8.899340642,40.29193717,26.89473265,-35.79912636,26.83241412,20.27900686,5.964656564,35.91565704,-0.035193813,5.25509419,1.340274836,26.3142282,1.761638405,2.605564424,3.309928331,28.4309265,36.7169129,-47.60827526,29.9498719,-23.5670027,-23.31078018,10.13888122,-14.45910448,9.021666588,-30.13092877,-5.344995007,-3.419987696,-1.23474566,53.68736362,40.65612407,30.35457533,5.289503918,-6.622593931,34.92626341,-23.26204649,-7.657368609,-1.241829108,28.28867807,8.51160533,-1.206721228,-21.19146541,-2.361160019,-8.1042572,24.87770639,26.50914594,-0.318991114,13.66595431,-18.43120481,-37.26079814,-15.09923927,14.97824597,25.02807706,-1.643618304,-4.562627512,13.03080141,-15.33394641,19.21841529,24.03380053,-6.320001071,11.35977321,-25.18698534,13.39478048,-0.441486102,21.0632048,-5.142189718,-3.920358187,-12.33064543,36.86778334,43.14502774,-22.55251877,-9.339845369,-13.90640319,-9.198017352,20.84627694,26.44694582,-1.482946413,-8.101388182,19.76644897,7.345963009,9.909439507,4.372381529,8.956212201,-29.28929543,10.12000155,-1.789845272,6.495559492,12.94867657,0.369176311,-0.782159401,-10.02657815,0.467946062,-0.383773743,0.302173442,-1.883867474,-6.752000257,2.585653462,-12.81567368,3.768480339,8.403025711,-23.49873308,-6.901577054,-6.070615787,-16.17406601,4.712523254,36.0018786,2.227859585,-11.86813538,-5.675474945,20.86415694,8.100173563,-13.84158386,11.38865595,9.691013746,9.609599433,-11.25490433,-24.78319522,3.417282128,4.378747643,-0.321264608,-1.158268719,-4.495565467,3.031150421,4.252514224,20.97936136,9.24234665,1.508395495,6.031714395,16.73141168,-5.679336112,-11.00745772,11.14802437,13.41174612,8.032153635,6.366005733,0
674,2011983,201198,0,879,14.15,28.825,21.475,981,1,403,Southern,Tropical dry forest,14308.77637,6870.925432,305,1,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,-18.96936398,14.92454491,17.34568688,71.11472343,-33.32333219,-12.53938845,-10.75543582,-11.60854436,21.02277353,-32.38600014,19.30517042,-32.45284275,-24.71099211,54.24090737,-27.20338959,9.722099669,40.54345505,25.14154851,-33.91224527,27.5813824,17.67048057,6.474168848,36.74301053,0.178715359,1.911136201,-4.45327071,28.17804387,0.126576887,3.564418164,2.993207977,28.09574812,35.79205923,-44.82349073,32.32658008,-18.72468645,-24.44245187,14.27915458,-14.81790307,9.66909858,-31.34881163,-5.235809549,0.289487416,1.308210067,51.46388868,41.1802925,36.61275727,7.440656862,-6.972325489,29.44406439,-21.09963621,-5.508704702,-0.877014826,26.067314,9.969821376,-0.930237993,-19.43576809,-5.480648833,-5.05826714,19.94651423,24.09531212,3.129509595,10.94885518,-15.75677522,-30.63754952,-11.13046801,10.77363814,28.25059237,0.67899317,-11.71406495,16.14967795,-10.10570977,16.81841496,26.32846499,0.498972257,11.1279335,-24.70324442,11.3568196,-1.543894521,29.63065167,-1.341124296,2.256016918,1.057685383,46.04981936,43.48492473,-28.53142644,-15.31967602,-24.46196239,-12.34698968,22.62326011,18.05666469,-1.585439438,2.495832168,29.05485695,14.00156437,6.171793542,7.090361084,11.33193013,-33.52923902,13.46702372,4.503019311,4.625975471,21.31331475,-2.224385397,-0.751782359,-15.2479719,2.600945582,2.449989569,-0.299301067,0.060236093,-6.527339214,2.160932123,-17.69193204,4.231386885,8.636971367,-30.84911605,-10.56602879,-0.610943095,-18.45901516,21.72992437,43.52442639,2.988117641,-5.924257925,-12.40068063,36.1715067,3.545923328,0.561011673,-5.005653447,11.23998413,1.834774072,0.153002198,-20.25458661,-8.16369871,3.749997491,3.944453103,-12.68790099,-5.115389558,-8.58291597,0.398990157,12.5091915,4.989461597,-12.68060023,-4.507979418,8.395527462,-1.425779503,-3.970735159,4.21269781,-0.050111363,3.402337868,-2.212038982,0
675,2011984,201198,0,879,14.15,28.825,21.475,981,1,403,Southern,Tropical dry forest,14308.77637,6870.925432,330,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,-18.41709536,13.76987443,16.48155247,74.61976622,-32.96395295,-11.56895663,-12.8712107,-10.73651847,20.01257051,-28.82947311,19.61797356,-27.74382096,-21.99555497,51.8233856,-26.1361986,9.705326984,40.20171031,20.40402486,-39.47780596,26.04031132,23.6316987,5.478893435,36.8819175,-0.12344133,5.251037094,1.299497375,27.25915133,3.54778263,1.941064389,2.983817393,26.99686134,34.42272708,-45.38002584,32.01255917,-18.63882604,-19.66113171,11.38268492,-13.1497437,12.12796026,-32.7959822,-5.83456265,-2.706913559,-0.743421017,55.62334587,39.35700763,39.60343724,10.85231171,-8.542992177,32.43653932,-26.49583815,-7.5389703,-1.847905944,30.42151037,10.69340138,-1.276862384,-24.31362933,-3.340378949,-11.0374821,17.90994703,21.70762606,5.400023804,15.56768563,-17.83696949,-30.63047207,-14.54807688,16.2352261,26.09893859,-4.923400547,-8.692216228,14.93367532,-8.250897375,12.09697752,14.92999016,-8.284359004,8.738816164,-24.977024,12.28768762,-1.225111683,32.59056943,-7.305447635,-3.487065503,-10.01722208,35.79899113,45.52836382,-27.97667642,-12.87358248,-23.63193106,-15.09860539,23.62474106,21.35330366,-1.59015711,-2.200899556,26.73366886,11.58861052,5.676286173,2.381885586,8.864702981,-35.20771134,11.00441357,-3.546169908,7.75063129,12.99252509,0.366055915,-3.549995059,-17.50669021,3.384608484,1.275719468,3.272014541,-3.733326665,3.650758476,-2.156938893,-14.87029246,2.326293153,6.84602161,-23.13241095,-7.825046663,-2.017413177,-15.5404881,17.3695731,43.31256589,5.051114895,-5.452062862,-9.017538792,23.68813102,6.331855774,-9.953911476,6.606455519,11.91143873,8.698165401,-10.05421833,-27.35907124,-18.03808359,-5.008172665,-4.074248976,0.872870248,0.022026491,15.56763033,2.512885818,-4.501295778,-1.3125634,-18.4301107,11.40456365,14.5394331,6.590659803,-7.452455812,1.554504246,-9.836515565,-1.412177978,-12.62303169,0
