,ID.PLOT,ID.LUS,BIO4,X80.LandUse,X82.Designation,X83.LandTenure,X85.FireOccurrence,X86c.FireAreaM2,X87.FireType,X88.ExpectedFutureTrees,X92.TreeCanopyCoverage,N0,H,Simp,N1,N2,E1,E2,tprec,a.tmin,a.tmax,a.tmean,alt,Pop.pa,HHpop,Province,GEZ,pop.d,S.DistToRoad,Expo,Slope,RELIEF,TEXTURE,DRAINAGE,SOM,FOREST
625,2011323,201132301,0,312000,90,90,3,5000,2,1,0,0,0,0,0,0,0,0,1059,12.35833333,30.3,21.31666667,1057,1,NA,Western,Tropical moist deciduous forest,15987.02637,41994.59348,100,0,1,1,1,0,0
626,2011324,201132401,0,312000,90,90,3,5000,2,1,0,0,0,0,0,0,0,0,1059,12.35833333,30.3,21.31666667,1057,1,NA,Western,Tropical moist deciduous forest,15987.02637,41994.59348,107,0,1,1,1,0,0
638,2011354,201135401,56.75506029,110020,7,6,3,240,2,1,4,6,1.490692033,0.727272727,4.4401672,3.666666667,0.740027867,0.611111111,1001,14.025,30.15833333,22.06666667,1065,0,0,Western,Tropical moist deciduous forest,3440.109619,9821.319711,90,1,1,2,0,1,0
639,2011354,201135402,3.508738043,321000,99,6,1,0,0,2,0,6,1.524707393,0.721893491,4.593799195,3.595744681,0.765633199,0.59929078,1001,14.025,30.15833333,22.06666667,1065,0,0,Western,Tropical moist deciduous forest,3440.109619,9821.319711,90,1,1,2,0,1,0
644,2011371,201137101,0,312000,99,6,2,5000,2,3,0,0,0,0,0,0,0,0,1019,13.325,28.55833333,20.90833333,1131,1,5,North-Western,Tropical moist deciduous forest,27370.66406,14259.98329,345,2,1,6,3,1,0
645,2011372,201137201,0,312000,99,6,2,1000,2,3,0,0,0,0,0,0,0,0,1019,13.325,28.55833333,20.90833333,1131,1,5,North-Western,Tropical moist deciduous forest,27370.66406,14259.98329,282,2,1,3,1,1,0
646,2011372,201137202,26.31126787,110030,99,6,2,4000,2,1,1,5,0.944843179,0.461734694,2.572409939,1.857819905,0.514481988,0.371563981,1019,13.325,28.55833333,20.90833333,1131,1,5,North-Western,Tropical moist deciduous forest,27370.66406,14259.98329,282,2,1,3,1,1,0
666,2011432,201143201,1.837515962,321000,99,1,2,5000,2,2,1,6,1.732867951,0.8125,5.656854249,5.333333333,0.942809042,0.888888889,1019,13.85833333,27.41666667,20.61666667,1172,0,0,Central,Tropical moist deciduous forest,13744.97852,10208.60831,355,1,1,3,0,0,0
668,2011434,201143401,0,324000,99,1,2,5000,2,2,1,0,0,0,0,0,0,0,1019,13.85833333,27.41666667,20.61666667,1172,0,0,Central,Tropical moist deciduous forest,13744.97852,10208.60831,280,1,1,3,0,0,0
669,2011441,201144101,5.992117537,321000,99,6,2,1660,2,2,0,4,1.273028337,0.691358025,3.571652367,3.24,0.892913092,0.81,1018,13.59166667,27.00833333,20.26666667,1210,0,0,Central,Tropical moist deciduous forest,19388.95703,16375.87326,280,2,1,3,1,2,0
670,2011441,201144102,51.65400631,110030,99,6,2,1500,2,2,2,7,1.468945719,0.66,4.344652243,2.941176471,0.620664606,0.420168067,1018,13.59166667,27.00833333,20.26666667,1210,0,0,Central,Tropical moist deciduous forest,19388.95703,16375.87326,280,2,1,3,1,2,0
671,2011441,201144103,14.19115004,324000,99,6,2,920,2,2,0,5,1.386294361,0.6875,4,3.2,0.8,0.64,1018,13.59166667,27.00833333,20.26666667,1210,0,0,Central,Tropical moist deciduous forest,19388.95703,16375.87326,280,2,1,3,1,2,0
672,2011442,201144201,0,324000,99,6,2,480,2,2,0,0,0,0,0,0,0,0,1018,13.59166667,27.00833333,20.26666667,1210,0,0,Central,Tropical moist deciduous forest,19388.95703,16375.87326,30,2,1,3,1,2,0
673,2011442,201144202,45.00126898,110030,99,6,1,4520,0,3,2,9,1.740575936,0.767561983,5.700625676,4.302222222,0.633402853,0.478024691,1018,13.59166667,27.00833333,20.26666667,1210,0,0,Central,Tropical moist deciduous forest,19388.95703,16375.87326,30,2,1,3,1,2,0
674,2011443,201144301,36.12559313,110030,6,6,2,4420,2,2,3,10,1.739163875,0.7421875,5.692581723,3.878787879,0.569258172,0.387878788,1018,13.59166667,27.00833333,20.26666667,1210,0,0,Central,Tropical moist deciduous forest,19388.95703,16375.87326,270,2,1,3,1,1,0
675,2011443,201144302,0,313000,6,6,2,NA,2,2,0,0,0,0,0,0,0,0,1018,13.59166667,27.00833333,20.26666667,1210,0,0,Central,Tropical moist deciduous forest,19388.95703,16375.87326,270,2,1,3,1,1,0
676,2011444,201144401,38.641376,110030,90,1,2,2400,2,3,2,8,1.686562835,0.75308642,5.400885034,4.05,0.675110629,0.50625,1018,13.59166667,27.00833333,20.26666667,1210,0,0,Central,Tropical moist deciduous forest,19388.95703,16375.87326,90,2,1,3,0,1,0
677,2011444,201144402,0,321000,99,1,1,2600,1,2,0,0,0,0,0,0,0,0,1018,13.59166667,27.00833333,20.26666667,1210,0,0,Central,Tropical moist deciduous forest,19388.95703,16375.87326,90,2,1,3,0,1,0
678,2011451,201145101,0.567632482,321000,7,1,2,2600,2,3,0,1,0,0,1,1,1,1,992,13.43333333,26.725,20.05833333,1194,1,306,Central,Tropical moist deciduous forest,11054.75098,9833.969454,180,2,1,2,0,0,0
679,2011451,201145102,24.92617872,110030,7,1,2,2400,2,1,4,9,1.747993926,0.765755054,5.74307009,4.269035533,0.638118899,0.474337281,992,13.43333333,26.725,20.05833333,1194,1,306,Central,Tropical moist deciduous forest,11054.75098,9833.969454,180,2,1,2,0,0,0
681,2011453,201145301,0,321000,7,1,2,5000,2,3,0,0,0,0,0,0,0,0,992,13.43333333,26.725,20.05833333,1194,1,306,Central,Tropical moist deciduous forest,11054.75098,9833.969454,147,2,1,2,0,0,0
682,2011454,201145402,69.86908,110030,7,1,2,4540,2,3,5,19,2.541426842,0.89183432,12.69777577,9.245076586,0.668303988,0.486582978,992,13.43333333,26.725,20.05833333,1194,1,306,Central,Tropical moist deciduous forest,11054.75098,9833.969454,157,3,1,2,0,0,0
683,2011454,201145401,0,321000,7,1,2,460,2,1,0,0,0,0,0,0,0,0,992,13.43333333,26.725,20.05833333,1194,1,306,Central,Tropical moist deciduous forest,11054.75098,9833.969454,157,3,1,2,0,0,0
684,2011461,201146101,5.803285903,110030,7,6,3,NA,2,2,4,8,1.677397527,0.74,5.351610412,3.846153846,0.668951301,0.480769231,972,12.84166667,25.725,19.26666667,1269,0,0,Central,Tropical moist deciduous forest,9767.673828,34.89109045,260,4,1,3,1,0,0
685,2011461,201146102,0,324000,7,6,1,0,0,3,0,0,0,0,0,0,0,0,972,12.84166667,25.725,19.26666667,1269,0,0,Central,Tropical moist deciduous forest,9767.673828,34.89109045,260,4,1,3,1,0,0
687,2011463,201146301,19.68991299,110030,7,6,3,4200,2,2,4,15,2.426332327,0.886621315,11.31729772,8.82,0.754486515,0.588,972,12.84166667,25.725,19.26666667,1269,0,0,Central,Tropical moist deciduous forest,9767.673828,34.89109045,225,2,1,2,0,0,0
688,2011463,201146302,0,230000,7,6,3,800,2,3,0,0,0,0,0,0,0,0,972,12.84166667,25.725,19.26666667,1269,0,0,Central,Tropical moist deciduous forest,9767.673828,34.89109045,225,2,1,2,0,0,0
689,2011464,201146401,0,321000,7,6,1,0,0,3,0,0,0,0,0,0,0,0,972,12.84166667,25.725,19.26666667,1269,0,0,Central,Tropical moist deciduous forest,9767.673828,34.89109045,90,3,1,2,1,0,0
690,2011464,201146402,15.74286784,110030,7,6,3,4220,2,2,3,15,2.440934615,0.893515764,11.48376863,9.391061453,0.765584575,0.626070764,972,12.84166667,25.725,19.26666667,1269,0,0,Central,Tropical moist deciduous forest,9767.673828,34.89109045,90,3,1,2,1,0,0
703,2011511,201151101,66.03747917,230000,7,1,1,0,0,2,1,6,1.593443286,0.75432526,4.92066304,4.070422535,0.820110507,0.678403756,1052,15.73333333,28.51666667,22.10833333,987,0,0,Eastern,Tropical moist deciduous forest,5228.567871,6876.806364,278,2,1,3,1,1,0
704,2011511,201151102,0,230000,7,1,1,0,0,2,1,0,0,0,0,0,0,0,1052,15.73333333,28.51666667,22.10833333,987,0,0,Eastern,Tropical moist deciduous forest,5228.567871,6876.806364,278,2,1,3,1,1,0
705,2011511,201151106,20.54295537,110020,90,90,1,0,0,1,3,1,0,0,1,1,1,1,1052,15.73333333,28.51666667,22.10833333,987,0,0,Eastern,Tropical moist deciduous forest,5228.567871,6876.806364,278,2,1,3,1,1,0
706,2011511,201151103,0.018073706,324000,7,1,1,0,0,2,0,1,0,0,1,1,1,1,1052,15.73333333,28.51666667,22.10833333,987,0,0,Eastern,Tropical moist deciduous forest,5228.567871,6876.806364,278,2,1,3,1,1,0
707,2011511,201151104,0,321000,7,1,NA,NA,NA,2,0,0,0,0,0,0,0,0,1052,15.73333333,28.51666667,22.10833333,987,0,0,Eastern,Tropical moist deciduous forest,5228.567871,6876.806364,278,2,1,3,1,1,0
708,2011511,201151105,7.886612128,322000,7,1,1,0,0,2,1,2,0.686961577,0.49382716,1.987666975,1.975609756,0.993833488,0.987804878,1052,15.73333333,28.51666667,22.10833333,987,0,0,Eastern,Tropical moist deciduous forest,5228.567871,6876.806364,278,2,1,3,1,1,0
709,2011512,201151201,31.30311429,230000,90,90,3,1860,2,2,2,11,2.235329749,0.878600823,9.349564353,8.237288136,0.849960396,0.748844376,1052,15.73333333,28.51666667,22.10833333,987,0,0,Eastern,Tropical moist deciduous forest,5228.567871,6876.806364,270,5,3,3,1,1,0
710,2011512,201151202,0,321000,7,1,1,NA,0,2,0,0,0,0,0,0,0,0,1052,15.73333333,28.51666667,22.10833333,987,0,0,Eastern,Tropical moist deciduous forest,5228.567871,6876.806364,270,5,3,3,1,1,0
711,2011513,201151301,1.16618678,321000,7,1,1,0,0,2,1,4,1.277034259,0.693877551,3.585988827,3.266666667,0.896497207,0.816666667,1052,15.73333333,28.51666667,22.10833333,987,0,0,Eastern,Tropical moist deciduous forest,5228.567871,6876.806364,355,4,1,3,1,1,0
712,2011513,201151302,8.917737868,230000,7,1,3,285,2,2,2,12,2.282813201,0.876552228,9.804222903,8.100591716,0.817018575,0.67504931,1052,15.73333333,28.51666667,22.10833333,987,0,0,Eastern,Tropical moist deciduous forest,5228.567871,6876.806364,355,4,1,3,1,1,0
713,2011513,201151303,0,331000,99,4,1,0,0,3,0,0,0,0,0,0,0,0,1052,15.73333333,28.51666667,22.10833333,987,0,0,Eastern,Tropical moist deciduous forest,5228.567871,6876.806364,355,4,1,3,1,1,0
714,2011513,201151304,6.885443886,230000,7,1,3,285,2,2,2,13,2.143139962,0.828555976,8.526167486,5.832807571,0.655859037,0.448677505,1052,15.73333333,28.51666667,22.10833333,987,0,0,Eastern,Tropical moist deciduous forest,5228.567871,6876.806364,355,4,1,3,1,1,0
715,2011514,201151401,13.74508121,230000,7,1,3,1620,2,2,2,11,2.133882506,0.865384615,8.447601091,7.428571429,0.767963736,0.675324675,1052,15.73333333,28.51666667,22.10833333,987,0,0,Eastern,Tropical moist deciduous forest,5228.567871,6876.806364,270,2,1,3,1,1,0
716,2011514,201151402,1.221771569,321000,7,1,1,0,0,2,0,2,0.636514168,0.444444444,1.889881575,1.8,0.944940787,0.9,1052,15.73333333,28.51666667,22.10833333,987,0,0,Eastern,Tropical moist deciduous forest,5228.567871,6876.806364,270,2,1,3,1,1,0
717,2011521,201152101,0,321000,7,1,1,0,0,3,0,0,0,0,0,0,0,0,1081,15.225,28.125,21.64166667,1098,1,NA,Eastern,Tropical dry forest,9683.216797,262.51333,NA,0,1,3,0,1,0
718,2011521,201152103,0.471014176,110030,90,6,1,0,0,2,3,2,0.693147181,0.5,2,2,1,1,1081,15.225,28.125,21.64166667,1098,1,NA,Eastern,Tropical dry forest,9683.216797,262.51333,NA,0,1,3,0,1,0
719,2011521,201152102,0,324000,7,1,1,0,0,3,0,0,0,0,0,0,0,0,1081,15.225,28.125,21.64166667,1098,1,NA,Eastern,Tropical dry forest,9683.216797,262.51333,NA,0,1,3,0,1,0
720,2011522,201152201,1.070060077,230000,7,1,1,0,0,2,1,4,1.213007566,0.65625,3.363585661,2.909090909,0.840896415,0.727272727,1081,15.225,28.125,21.64166667,1098,1,NA,Eastern,Tropical dry forest,9683.216797,262.51333,NA,0,1,5,2,0,0
721,2011522,201152202,2.57244234,110030,7,1,1,0,0,2,3,3,1.039720771,0.625,2.828427125,2.666666667,0.942809042,0.888888889,1081,15.225,28.125,21.64166667,1098,1,NA,Eastern,Tropical dry forest,9683.216797,262.51333,NA,0,1,5,2,0,0
722,2011523,201152301,0,312000,6,6,1,0,0,3,0,0,0,0,0,0,0,0,1081,15.225,28.125,21.64166667,1098,1,NA,Eastern,Tropical dry forest,9683.216797,262.51333,100,5,1,2,1,0,0
723,2011523,201152302,4.625535907,332000,6,6,1,0,0,3,0,4,1.242453325,0.666666667,3.464101615,3,0.866025404,0.75,1081,15.225,28.125,21.64166667,1098,1,NA,Eastern,Tropical dry forest,9683.216797,262.51333,100,5,1,2,1,0,0
724,2011524,201152401,3.975183442,332000,6,6,1,0,0,2,0,14,1.94217752,0.736455464,6.973920301,3.794425087,0.498137164,0.271030363,1081,15.225,28.125,21.64166667,1098,1,NA,Eastern,Tropical dry forest,9683.216797,262.51333,290,3,1,6,0,0,0
725,2011531,201153101,0,312000,NA,NA,2,5000,2,NA,0,0,0,0,0,0,0,0,1062,13.35,30.25,21.775,1043,1,91,Western,Tropical moist deciduous forest,30118.30664,20689.11267,270,0,1,1,0,1,0
726,2011532,201153201,0,312000,NA,NA,2,5000,2,NA,0,0,0,0,0,0,0,0,1062,13.35,30.25,21.775,1043,1,91,Western,Tropical moist deciduous forest,30118.30664,20689.11267,NA,NA,NA,NA,NA,NA,0
727,2011533,201153301,0,312000,NA,NA,2,5000,2,NA,0,0,0,0,0,0,0,0,1062,13.35,30.25,21.775,1043,1,91,Western,Tropical moist deciduous forest,30118.30664,20689.11267,270,0,1,1,0,1,0
728,2011534,201153401,0,312000,NA,NA,2,5000,2,NA,0,0,0,0,0,0,0,0,1062,13.35,30.25,21.775,1043,1,91,Western,Tropical moist deciduous forest,30118.30664,20689.11267,270,0,1,1,0,1,0
729,2011541,201154101,21.18012161,312000,90,6,1,5000,0,NA,0,2,0.689009238,0.495867769,1.991741215,1.983606557,0.995870607,0.991803279,1014,14.19166667,30.83333333,22.48333333,1027,0,0,Western,Tropical moist deciduous forest,27573.53125,16775.03287,190,0,1,1,0,1,0
730,2011542,201154201,0,312000,90,6,1,3000,0,NA,0,0,0,0,0,0,0,0,1014,14.19166667,30.83333333,22.48333333,1027,0,0,Western,Tropical moist deciduous forest,27573.53125,16775.03287,270,0,1,2,2,1,0
731,2011542,201154202,0,110020,99,6,1,2000,0,NA,0,0,0,0,0,0,0,0,1014,14.19166667,30.83333333,22.48333333,1027,0,0,Western,Tropical moist deciduous forest,27573.53125,16775.03287,270,0,1,2,2,1,0
732,2011543,201154301,0,312000,90,6,1,5000,0,NA,0,0,0,0,0,0,0,0,1014,14.19166667,30.83333333,22.48333333,1027,0,0,Western,Tropical moist deciduous forest,27573.53125,16775.03287,175,0,1,1,0,1,0
734,2011551,201155101,0,323000,99,6,1,5000,0,3,0,0,0,0,0,0,0,0,983,14.45,30.65833333,22.51666667,1055,1,460,Western,Tropical moist deciduous forest,8434.271484,8986.161203,270,1,1,1,0,1,0
735,2011552,201155201,0,323000,99,6,1,5000,0,3,0,0,0,0,0,0,0,0,983,14.45,30.65833333,22.51666667,1055,1,460,Western,Tropical moist deciduous forest,8434.271484,8986.161203,290,1,1,3,1,1,0
736,2011553,201155301,0,323000,99,6,1,5000,0,3,0,0,0,0,0,0,0,0,983,14.45,30.65833333,22.51666667,1055,1,460,Western,Tropical moist deciduous forest,8434.271484,8986.161203,290,0,1,5,3,3,0
737,2011554,201155401,0,323000,99,6,1,5000,0,3,0,0,0,0,0,0,0,0,983,14.45,30.65833333,22.51666667,1055,1,460,Western,Tropical moist deciduous forest,8434.271484,8986.161203,271,0,1,3,1,1,0
738,2011561,201156101,15.98131976,230000,90,6,2,800,2,1,2,21,2.965527496,0.944636678,19.40493656,18.0625,0.924044598,0.860119048,969,14.10833333,29.84166667,21.95833333,1109,1,NA,Western,Tropical moist deciduous forest,15253.04883,9237.570692,240,1,1,4,1,0,0
739,2011562,201156201,32.02120007,230000,90,6,3,320,2,3,1,16,2.428941161,0.876552228,11.34686122,8.100591716,0.709178826,0.506286982,969,14.10833333,29.84166667,21.95833333,1109,1,NA,Western,Tropical moist deciduous forest,15253.04883,9237.570692,89,1,1,4,1,1,0
740,2011563,201156301,4.876784892,230000,7,6,3,5000,2,3,1,7,1.818483163,0.816568047,6.162503843,5.451612903,0.880357692,0.778801843,969,14.10833333,29.84166667,21.95833333,1109,1,NA,Western,Tropical moist deciduous forest,15253.04883,9237.570692,128,1,1,3,1,0,0
747,2011582,201158201,0,321000,6,4,1,0,0,1,0,0,0,0,0,0,0,0,961,13.21666667,28.41666667,20.8,1173,1,0,North-Western,Tropical moist deciduous forest,3061.64624,17155.62012,340,0,1,3,1,0,0
748,2011582,201158202,11.6624241,110030,6,4,2,2860,2,2,1,4,1.088899975,0.58,2.971004097,2.380952381,0.742751024,0.595238095,961,13.21666667,28.41666667,20.8,1173,1,0,North-Western,Tropical moist deciduous forest,3061.64624,17155.62012,340,0,1,3,1,0,0
755,2011601,201160101,26.16429336,110030,2,4,2,4000,2,1,3,12,2.355024322,0.893491124,10.53838518,9.388888889,0.878198765,0.782407407,966,13.39166667,28.175,20.75833333,1117,0,0,North-Western,Tropical moist deciduous forest,16789.2168,13093.05854,50,1,1,6,2,0,0
756,2011601,201160102,0,312000,2,4,2,1000,2,2,0,0,0,0,0,0,0,0,966,13.39166667,28.175,20.75833333,1117,0,0,North-Western,Tropical moist deciduous forest,16789.2168,13093.05854,50,1,1,6,2,0,0
758,2011603,201160301,22.44225032,312000,2,4,1,1000,0,2,0,6,1.791759469,0.833333333,6,6,1,1,966,13.39166667,28.175,20.75833333,1117,0,0,North-Western,Tropical moist deciduous forest,16789.2168,13093.05854,40,0,1,5,2,0,0
759,2011603,201160302,10.27920428,110030,2,4,1,1000,NA,1,3,6,1.511294708,0.71468144,4.532595386,3.504854369,0.755432564,0.584142395,966,13.39166667,28.175,20.75833333,1117,0,0,North-Western,Tropical moist deciduous forest,16789.2168,13093.05854,40,0,1,5,2,0,0
763,2011623,201162302,34.66830023,110030,7,4,3,3600,2,1,2,11,2.060007673,0.825788752,7.846030015,5.74015748,0.713275456,0.521832498,967,13.85,27.90833333,20.85,1145,1,484,Central,Tropical moist deciduous forest,27377.41992,3977.604578,180,3,1,6,0,0,0
764,2011623,201162301,1.933663708,324000,7,4,3,1400,3,3,0,5,1.559581156,0.78125,4.75682846,4.571428571,0.951365692,0.914285714,967,13.85,27.90833333,20.85,1145,1,484,Central,Tropical moist deciduous forest,27377.41992,3977.604578,180,3,1,6,0,0,0
773,2011644,201164401,1.867795051,110020,6,6,2,960,2,1,3,2,0.636514168,0.444444444,1.889881575,1.8,0.944940787,0.9,937,14.34166667,27.55833333,20.91666667,1124,1,0,Central,Tropical moist deciduous forest,19771.1543,20590.20502,244,2,1,6,2,0,0
774,2011644,201164402,2.71774464,210000,6,6,2,4040,2,1,3,1,0,0,1,1,1,1,937,14.34166667,27.55833333,20.91666667,1124,1,0,Central,Tropical moist deciduous forest,19771.1543,20590.20502,244,2,1,6,2,0,0
775,2011651,201165101,0.802641112,110030,7,4,3,4740,2,2,2,4,1.33217904,0.72,3.789291416,3.571428571,0.947322854,0.892857143,924,14.11666667,27.225,20.65,1176,1,9,Central,Tropical moist deciduous forest,9986.803711,2903.522209,NA,0,1,4,0,0,0
776,2011652,201165202,2.801211826,321000,7,4,1,760,0,3,0,1,0,0,1,1,1,1,924,14.11666667,27.225,20.65,1176,1,9,Central,Tropical moist deciduous forest,9986.803711,2903.522209,45,0.5,1,4,0,0,0
777,2011652,201165201,47.22898785,332000,4,90,1,820,0,3,4,8,1.678009947,0.767982693,5.354888847,4.31002331,0.669361106,0.538752914,924,14.11666667,27.225,20.65,1176,1,9,Central,Tropical moist deciduous forest,9986.803711,2903.522209,45,0.5,1,4,0,0,0
778,2011652,201165203,5.032300182,110030,7,4,3,3420,2,2,1,6,1.721954449,0.814404432,5.595453816,5.388059701,0.932575636,0.89800995,924,14.11666667,27.225,20.65,1176,1,9,Central,Tropical moist deciduous forest,9986.803711,2903.522209,45,0.5,1,4,0,0,0
779,2011653,201165301,27.59197159,322000,7,4,3,110,2,3,3,17,2.320889838,0.867202268,10.18473304,7.53024911,0.599101943,0.44295583,924,14.11666667,27.225,20.65,1176,1,9,Central,Tropical moist deciduous forest,9986.803711,2903.522209,NA,NA,1,4,0,0,0
780,2011653,201165302,0,110030,7,4,3,1900,2,2,4,0,0,0,0,0,0,0,924,14.11666667,27.225,20.65,1176,1,9,Central,Tropical moist deciduous forest,9986.803711,2903.522209,NA,NA,1,4,0,0,0
781,2011653,201165303,0,321000,7,4,3,2000,2,3,1,0,0,0,0,0,0,0,924,14.11666667,27.225,20.65,1176,1,9,Central,Tropical moist deciduous forest,9986.803711,2903.522209,NA,NA,1,4,0,0,0
782,2011654,201165401,1.693774712,321000,7,4,3,1080,2,3,0,1,0,0,1,1,1,1,924,14.11666667,27.225,20.65,1176,1,9,Central,Tropical moist deciduous forest,9986.803711,2903.522209,167,1,1,4,0,0,0
783,2011654,201165402,10.22607431,110030,7,4,3,3920,2,2,4,7,1.538834084,0.709141274,4.659154921,3.438095238,0.66559356,0.491156463,924,14.11666667,27.225,20.65,1176,1,9,Central,Tropical moist deciduous forest,9986.803711,2903.522209,167,1,1,4,0,0,0
787,2011663,201166301,29.06697033,321000,7,6,1,0,0,3,0,5,1.225139381,0.646836128,3.404640591,2.831546708,0.680928118,0.566309342,905,13.99166667,27.15,20.54166667,1117,0,0,Central,Tropical moist deciduous forest,19990.14258,3785.957025,295,8,3,4,0,0,0
788,2011664,201166403,0,321000,7,6,1,0,0,3,0,0,0,0,0,0,0,0,905,13.99166667,27.15,20.54166667,1117,0,0,Central,Tropical moist deciduous forest,19990.14258,3785.957025,45,7,3,3,0,0,0
789,2011664,201166401,14.32934587,230000,7,6,3,500,2,3,0,3,1.098612289,0.666666667,3,3,1,1,905,13.99166667,27.15,20.54166667,1117,0,0,Central,Tropical moist deciduous forest,19990.14258,3785.957025,45,7,3,3,0,0,0
790,2011664,201166402,78.68119067,110030,7,6,3,2340,2,2,2,13,2.142048712,0.836,8.516868382,6.097560976,0.655143722,0.469043152,905,13.99166667,27.15,20.54166667,1117,0,0,Central,Tropical moist deciduous forest,19990.14258,3785.957025,45,7,3,3,0,0,0
791,2011664,201166404,0,110030,7,6,3,380,2,3,3,0,0,0,0,0,0,0,905,13.99166667,27.15,20.54166667,1117,0,0,Central,Tropical moist deciduous forest,19990.14258,3785.957025,45,7,3,3,0,0,0
792,2011671,201167101,2.871107083,210000,7,6,3,NA,2,2,1,7,1.526878147,0.6953125,4.603782035,3.282051282,0.657683148,0.468864469,927,13.24166667,25.975,19.58333333,1194,1,73,Central,Tropical dry forest,11667.91602,9484.006592,205,3,4,6,1,2,0
793,2011671,201167102,0,110030,7,6,3,1800,2,1,NA,0,0,0,0,0,0,0,927,13.24166667,25.975,19.58333333,1194,1,73,Central,Tropical dry forest,11667.91602,9484.006592,205,3,4,6,1,2,0
805,2011701,201170101,21.40457221,321000,7,1,1,0,0,2,1,12,2.171530348,0.8515625,8.771697521,6.736842105,0.730974793,0.561403509,980,16.18333333,28.625,22.38333333,876,1,455,Eastern,Tropical dry forest,15794.90039,2304.484598,163,2,1,3,0,1,0
806,2011701,201170102,0,324000,7,1,3,1900,2,2,1,0,0,0,0,0,0,0,980,16.18333333,28.625,22.38333333,876,1,455,Eastern,Tropical dry forest,15794.90039,2304.484598,163,2,1,3,0,1,0
807,2011702,201170201,8.269460433,321000,7,1,1,0,0,2,1,3,1.098612289,0.666666667,3,3,1,1,980,16.18333333,28.625,22.38333333,876,1,455,Eastern,Tropical dry forest,15794.90039,2304.484598,172,2,1,6,1,1,0
808,2011702,201170202,0.852929772,312000,NA,1,3,1946,2,2,1,2,0.585952618,0.396694215,1.796701742,1.657534247,0.898350871,0.828767123,980,16.18333333,28.625,22.38333333,876,1,455,Eastern,Tropical dry forest,15794.90039,2304.484598,172,2,1,6,1,1,0
809,2011703,201170301,6.127244657,210000,7,6,3,1600,2,2,1,4,1.33217904,0.72,3.789291416,3.571428571,0.947322854,0.892857143,980,16.18333333,28.625,22.38333333,876,1,455,Eastern,Tropical dry forest,15794.90039,2304.484598,160,1,1,2,0,1,0
810,2011703,201170302,7.673039169,321000,7,1,1,0,0,2,1,3,1.098612289,0.666666667,3,3,1,1,980,16.18333333,28.625,22.38333333,876,1,455,Eastern,Tropical dry forest,15794.90039,2304.484598,160,1,1,2,0,1,0
811,2011704,201170401,0,230000,7,1,1,0,0,2,0,0,0,0,0,0,0,0,980,16.18333333,28.625,22.38333333,876,1,455,Eastern,Tropical dry forest,15794.90039,2304.484598,190,1,1,6,2,1,0
812,2011704,201170402,6.730412615,230000,6,6,3,2300,2,2,2,3,0.419555892,0.203017833,1.521285791,1.254733219,0.507095264,0.418244406,980,16.18333333,28.625,22.38333333,876,1,455,Eastern,Tropical dry forest,15794.90039,2304.484598,190,1,1,6,2,1,0
813,2011711,201171101,4.088622066,321000,7,1,3,1960,2,2,0,8,2.014122529,0.858024691,7.494148599,7.043478261,0.936768575,0.880434783,1073,15.64166667,27.675,21.63333333,1031,1,NA,Eastern,Tropical dry forest,16695.28906,5177.883457,48,5,1,5,1,0,0
814,2011711,201171102,0.443214472,324000,7,1,3,195,2,2,0,1,0,0,1,1,1,1,1073,15.64166667,27.675,21.63333333,1031,1,NA,Eastern,Tropical dry forest,16695.28906,5177.883457,48,5,1,5,1,0,0
815,2011712,201171203,0,321000,7,1,1,300,0,2,0,0,0,0,0,0,0,0,1073,15.64166667,27.675,21.63333333,1031,1,NA,Eastern,Tropical dry forest,16695.28906,5177.883457,67,2,1,3,1,1,0
816,2011712,201171201,5.998856474,324000,7,1,3,3000,2,1,1,13,2.185445383,0.837465565,8.894609183,6.152542373,0.684200706,0.47327249,1073,15.64166667,27.675,21.63333333,1031,1,NA,Eastern,Tropical dry forest,16695.28906,5177.883457,67,2,1,3,1,1,0
817,2011712,201171202,20.51218732,312000,90,6,3,1700,3,2,1,9,1.655707776,0.707100592,5.236785081,3.414141414,0.581865009,0.379349046,1073,15.64166667,27.675,21.63333333,1031,1,NA,Eastern,Tropical dry forest,16695.28906,5177.883457,67,2,1,3,1,1,0
818,2011713,201171301,9.756058877,312000,90,6,1,0,0,3,1,4,1.223575654,0.660493827,3.399320824,2.945454545,0.849830206,0.736363636,1073,15.64166667,27.675,21.63333333,1031,1,NA,Eastern,Tropical dry forest,16695.28906,5177.883457,360,4,1,2,3,1,0
819,2011713,201171302,63.1935786,400020,99,6,1,NA,0,3,0,5,1.420116437,0.734375,4.137602181,3.764705882,0.827520436,0.752941176,1073,15.64166667,27.675,21.63333333,1031,1,NA,Eastern,Tropical dry forest,16695.28906,5177.883457,360,4,1,2,3,1,0
820,2011713,201171303,0,312000,90,6,1,0,0,3,0,0,0,0,0,0,0,0,1073,15.64166667,27.675,21.63333333,1031,1,NA,Eastern,Tropical dry forest,16695.28906,5177.883457,360,4,1,2,3,1,0
821,2011713,201171304,0,110020,7,6,NA,NA,NA,2,3,0,0,0,0,0,0,0,1073,15.64166667,27.675,21.63333333,1031,1,NA,Eastern,Tropical dry forest,16695.28906,5177.883457,360,4,1,2,3,1,0
